Index,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
41274,1654777623,26.96,47.71,1147,403,12884,19449,938.767,1.85,1.92,12.71,1.982,0.045,16280,1
60868,1655128290,15.459,74.67,1534,400,13393,20231,937.088,0.71,0.74,4.87,0.76,0.017,3982,0
44056,1654780405,24.79,52.6,1193,403,12917,19427,938.719,1.85,1.92,12.74,1.987,0.045,19062,1
33055,1654769404,20.96,49.89,306,400,13106,19947,939.407,0.19,0.2,1.31,0.204,0.005,8061,1
54958,1654716003,27.19,39.76,0,400,13434,21349,937.368,1.64,1.7,11.27,1.758,0.04,3816,0
7246,1654740577,-4.659,56.14,261,400,13124,19995,939.525,0.45,0.47,3.09,0.481,0.011,7246,1
27482,1654763831,20.27,48.32,5,400,13221,20171,939.599,1.06,1.1,7.29,1.137,0.026,2488,0
59670,1655127092,17.678,48.03,148,400,12790,20573,937.385,1.41,1.46,9.69,1.511,0.034,2784,0
52241,1654713286,26.05,47.39,103,401,12778,20639,937.516,2.28,2.37,15.71,2.45,0.055,1099,0
48021,1654784370,24.55,53.51,1341,402,12973,19392,938.716,1.83,1.9,12.58,1.962,0.044,23027,1
60945,1655128367,16.844,53.41,2792,400,13298,19915,936.958,0.71,0.74,4.89,0.762,0.017,4059,0
42216,1654778565,26.02,53.07,1092,400,12908,19458,938.787,1.43,1.49,9.84,1.535,0.035,17222,1
41,1654733372,20.589,54.91,0,400,12503,19578,939.765,0.05,0.18,0.04,0.204,0.122,41,0
32632,1654768981,18.41,56.04,281,400,13120,19984,939.464,0.39,0.4,2.68,0.418,0.009,7638,1
17394,1654750725,15.715,53.55,1220,410,12888,19424,938.741,1.86,1.93,12.8,1.995,0.045,17394,1
19714,1654753045,18.813,49.84,1224,421,12917,19419,938.696,1.77,1.84,12.16,1.896,0.043,19714,1
56323,1654717368,57.93,18.04,60000,14191,11167,16205,936.779,4838.81,8951.5,23444.04,9886.48,3926.438,5181,0
23408,1654756739,-21.268,49.78,1295,400,12981,19401,938.701,1.57,1.63,10.82,1.687,0.038,23408,1
57712,1655125134,4.222,40.53,86,409,12786,20665,937.553,2.07,2.15,14.26,2.223,0.05,826,0
55844,1654716889,46.3,17.12,107,400,13554,21044,936.819,1.52,1.58,10.44,1.628,0.037,4702,0
9561,1654742892,-4.705,60.53,677,744,12761,19587,939.131,2.68,2.78,18.44,2.876,0.065,9561,1
51980,1654713025,26.92,44.36,102,421,12772,20652,937.556,2.1,2.18,14.44,2.252,0.051,838,0
54133,1654715178,28.87,42.16,176,420,12775,20540,937.375,1.79,1.86,12.32,1.921,0.043,2991,0
56436,1654717481,56.77,11.93,60000,1171,12407,18004,936.715,168.27,185.98,1130.15,193.938,14.903,5294,0
49083,1654785432,26.99,46.66,1113,400,13051,19451,938.768,2.31,2.4,15.89,2.478,0.056,24089,1
17384,1654750715,15.675,52.79,1241,419,12891,19421,938.742,1.91,1.98,13.13,2.048,0.046,17384,1
35264,1654771613,22.96,56.28,961,717,12768,19492,939.067,2.39,2.48,16.42,2.561,0.058,10270,1
2414,1654735745,18.49,53.59,32,400,13191,20121,939.614,1.07,1.11,7.38,1.151,0.026,2414,0
62376,1655129798,-16.081,11.94,2697,400,13538,19975,936.685,0.62,0.64,4.26,0.664,0.015,5490,0
18582,1654751913,20.248,52.58,1203,400,12911,19426,938.73,1.8,1.87,12.38,1.931,0.044,18582,1
56479,1654717524,56.81,12.1,42260,400,12850,18649,936.708,16.22,18.19,108.25,19.008,1.694,5337,0
57026,1655124448,26.018,45.21,44,421,12848,20751,937.573,2.22,2.3,15.27,2.381,0.054,140,0
55710,1654716755,53.87,17.98,31104,722,12645,18769,936.891,0.7,0.73,4.84,0.754,0.017,4568,0
61934,1655129356,-12.536,25.15,60000,11314,11306,16227,936.845,2330.46,3168.9,14161.18,3395.341,782.213,5048,0
30037,1654766386,21.28,54.33,25,400,13251,20183,939.687,1.79,1.86,12.35,1.925,0.043,5043,1
54694,1654715739,25.38,44.28,0,400,13247,21209,937.482,1.99,2.07,13.72,2.139,0.048,3552,0
39,1654733370,20.561,54.41,6,415,12491,19559,939.761,0.06,0.21,0.05,0.236,0.141,39,0
36023,1654772372,24.82,49.25,1097,671,12784,19456,939.105,2.27,2.36,15.63,2.437,0.055,11029,1
19498,1654752829,19.886,53.89,1258,411,12918,19412,938.69,1.85,1.92,12.72,1.984,0.045,19498,1
41740,1654778089,26.48,50.07,1115,400,12898,19454,938.751,1.63,1.69,11.19,1.744,0.039,16746,1
4144,1654737475,-1.974,53.29,113,400,13234,20102,939.658,1.68,1.74,11.54,1.8,0.041,4144,1
39011,1654775360,25.05,50.88,1103,500,12842,19443,938.908,1.99,2.07,13.72,2.14,0.048,14017,1
25288,1654761637,13.62,51.63,7,400,12658,19712,939.806,0.13,0.2,0.75,0.218,0.065,294,0
455,1654733786,25.024,56.91,4,400,12744,19766,939.824,0.29,0.34,1.86,0.356,0.047,455,0
18167,1654751498,18.932,53.07,1157,406,12913,19441,938.685,1.62,1.68,11.16,1.74,0.039,18167,1
31285,1654767634,19.19,55.22,171,400,13168,20090,939.648,0.89,0.93,6.13,0.957,0.022,6291,1
3033,1654736364,11.189,45.0,176,400,13150,19997,939.682,0.73,0.76,5.03,0.785,0.018,3033,0
18683,1654752014,20.466,47.55,1180,400,12917,19428,938.69,1.75,1.82,12.04,1.878,0.042,18683,1
15685,1654749016,12.013,47.28,1230,431,12872,19422,938.797,1.91,1.98,13.14,2.05,0.046,15685,1
57676,1655125098,6.141,46.42,83,426,12779,20669,937.566,1.91,1.99,13.16,2.052,0.046,790,0
52681,1654713726,28.75,41.46,74,400,12791,20646,937.412,2.02,2.1,13.89,2.166,0.049,1539,0
55595,1654716640,48.55,21.85,14263,576,12726,19057,936.858,0.87,0.9,5.98,0.933,0.021,4453,0
4885,1654738216,-7.806,48.58,30,400,13255,20194,939.699,2.33,2.42,16.05,2.502,0.057,4885,1
57040,1655124462,26.32,39.83,39,426,12848,20744,937.578,2.39,2.48,16.46,2.567,0.058,154,0
7128,1654740459,-4.956,56.0,244,400,13132,20025,939.541,0.41,0.42,2.8,0.437,0.01,7128,1
59861,1655127283,20.852,43.14,177,420,12778,20547,937.356,1.78,1.85,12.26,1.912,0.043,2975,0
55802,1654716847,50.64,14.25,616,400,13361,20532,936.835,0.93,0.97,6.43,1.002,0.023,4660,0
55486,1654716531,45.44,30.45,11189,400,12836,19254,936.896,0.49,0.51,3.35,0.523,0.012,4344,0
37145,1654773494,25.88,46.92,1057,597,12814,19455,939.018,1.83,1.91,12.63,1.969,0.044,12151,1
41502,1654777851,26.6,49.21,1157,400,12885,19436,938.747,1.61,1.68,11.11,1.733,0.039,16508,1
3504,1654736835,5.328,53.03,307,400,13122,19906,939.66,1.29,1.34,8.88,1.385,0.031,3504,1
9506,1654742837,-4.831,58.87,661,691,12795,19605,939.154,2.39,2.48,16.44,2.563,0.058,9506,1
61656,1655129078,6.882,18.52,0,400,13595,21260,936.8,1.16,1.2,7.97,1.243,0.028,4770,0
55553,1654716598,49.17,24.97,18742,648,12693,18972,936.881,0.77,0.81,5.33,0.832,0.019,4411,0
15649,1654748980,12.028,53.01,1180,424,12871,19435,938.805,1.62,1.68,11.14,1.737,0.039,15649,1
41832,1654778181,24.93,51.6,1182,413,12888,19446,938.749,1.39,1.45,9.6,1.497,0.034,16838,1
9311,1654742642,-5.134,66.08,610,549,12859,19640,939.213,2.27,2.36,15.61,2.434,0.055,9311,1
52124,1654713169,26.06,47.3,68,400,12785,20672,937.538,2.29,2.38,15.75,2.455,0.055,982,0
57584,1655125006,11.131,40.84,96,451,12781,20662,937.526,2.45,2.55,16.89,2.634,0.06,698,0
5850,1654739181,-8.928,49.15,16,400,13260,20258,939.696,2.68,2.79,18.46,2.879,0.065,5850,1
60176,1655127598,16.146,42.29,202,424,12767,20521,937.4,1.99,2.07,13.68,2.133,0.048,3290,0
27930,1654764279,18.47,51.76,156,400,13146,20014,939.643,0.85,0.89,5.87,0.915,0.021,2936,0
59659,1655127081,17.305,48.6,152,425,12773,20560,937.375,1.65,1.72,11.38,1.774,0.04,2773,0
54545,1654715590,28.59,41.65,88,400,12903,20630,937.427,1.91,1.98,13.14,2.049,0.046,3403,0
40720,1654777069,26.51,49.9,1136,415,12881,19442,938.795,2.0,2.08,13.77,2.147,0.048,15726,1
19303,1654752634,20.48,52.76,1176,400,12917,19433,938.674,1.69,1.76,11.65,1.817,0.041,19303,1
55130,1654716175,28.79,68.23,1678,400,13427,20199,937.051,0.66,0.68,4.52,0.706,0.016,3988,0
28511,1654764860,20.71,54.35,335,400,13098,19875,939.653,1.15,1.19,7.9,1.231,0.028,3517,1
11836,1654745167,15.282,47.76,1080,604,12814,19462,939.068,2.03,2.1,13.94,2.174,0.049,11836,1
60958,1655128380,17.087,50.97,3145,400,13267,19825,936.967,0.48,0.5,3.29,0.513,0.012,4072,0
56177,1654717222,51.38,23.51,60000,23265,10907,15951,936.838,10373.74,16067.63,58107.71,17460.039,5386.133,5035,0
6004,1654739335,-8.588,53.04,112,400,13209,20156,939.628,1.44,1.49,9.9,1.544,0.035,6004,1
48216,1654784565,25.89,53.52,1320,400,12986,19402,938.71,1.86,1.93,12.79,1.995,0.045,23222,1
52056,1654713101,26.26,46.81,88,410,12779,20655,937.55,2.09,2.17,14.4,2.246,0.051,914,0
11339,1654744670,10.102,53.46,1038,625,12799,19470,939.115,2.21,2.3,15.23,2.375,0.054,11339,1
52454,1654713499,29.12,40.69,60,400,12791,20665,937.488,1.76,1.83,12.12,1.889,0.043,1312,0
25243,1654761592,13.82,49.85,12,400,12630,19698,939.791,0.1,0.18,0.5,0.195,0.074,249,0
57848,1655125270,-2.403,45.61,108,401,12779,20642,937.523,2.24,2.32,15.39,2.4,0.054,962,0
10472,1654743803,0.794,50.08,887,665,12796,19519,939.112,2.23,2.32,15.37,2.397,0.054,10472,1
23794,1654757125,-17.57,50.18,1433,424,12966,19367,938.693,1.86,1.93,12.79,1.994,0.045,23794,1
46444,1654782793,27.09,47.44,1312,400,12960,19404,938.731,1.86,1.94,12.82,1.999,0.045,21450,1
29762,1654766111,22.43,47.92,17,400,13265,20200,939.649,2.45,2.54,16.83,2.625,0.059,4768,1
21399,1654754730,-3.612,52.06,1302,400,12957,19403,938.712,1.81,1.88,12.49,1.947,0.044,21399,1
44149,1654780498,26.87,48.23,1218,405,12917,19431,938.735,1.51,1.56,10.36,1.616,0.037,19155,1
58833,1655126255,-4.733,44.42,128,400,12792,20594,937.358,1.73,1.8,11.93,1.86,0.042,1947,0
51631,1654712676,26.68,45.76,49,400,12828,20712,937.53,2.19,2.27,15.06,2.348,0.053,489,0
27295,1654763644,19.03,53.83,13,400,13215,20151,939.616,1.11,1.15,7.63,1.189,0.027,2301,0
49586,1654785935,24.37,53.92,1348,411,12984,19390,938.805,2.06,2.14,14.16,2.208,0.05,24592,1
53602,1654714647,26.29,46.71,163,444,12771,20559,937.288,1.85,1.92,12.72,1.983,0.045,2460,0
17175,1654750506,14.872,48.05,1187,410,12892,19426,938.77,1.56,1.62,10.76,1.677,0.038,17175,1
61736,1655129158,1.255,28.53,46433,874,12570,18583,936.844,45.38,47.15,312.32,48.703,1.1,4850,0
16997,1654750328,14.245,47.89,1096,400,12898,19457,938.773,1.71,1.77,11.74,1.83,0.041,16997,1
51689,1654712734,26.68,45.74,103,409,12829,20662,937.478,2.29,2.38,15.77,2.459,0.056,547,0
57610,1655125032,9.721,45.65,95,467,12776,20671,937.541,2.43,2.53,16.75,2.612,0.059,724,0
47312,1654783661,24.36,54.11,1331,400,12969,19402,938.715,1.87,1.95,12.9,2.012,0.045,22318,1
45156,1654781505,25.99,52.49,1000,400,13016,19472,938.738,1.96,2.04,13.51,2.107,0.048,20162,1
54582,1654715627,25.4,44.77,0,400,13242,21159,937.43,2.04,2.12,14.05,2.191,0.049,3440,0
11793,1654745124,14.873,48.6,1120,614,12802,19447,939.073,2.05,2.13,14.08,2.196,0.05,11793,1
54313,1654715358,28.94,42.19,183,419,12771,20525,937.38,1.87,1.94,12.87,2.006,0.045,3171,0
39512,1654775861,24.51,53.34,1182,477,12855,19430,938.91,1.76,1.83,12.11,1.889,0.043,14518,1
30412,1654766761,22.07,48.91,4,400,13264,20238,939.734,2.44,2.54,16.82,2.623,0.059,5418,1
38025,1654774374,26.74,48.12,1088,532,12836,19456,938.924,1.89,1.97,13.03,2.032,0.046,13031,1
411,1654733742,24.678,51.15,7,400,12733,19766,939.825,0.25,0.32,1.58,0.34,0.063,411,0
33681,1654770030,18.72,55.03,359,400,13073,19908,939.306,0.18,0.19,1.27,0.198,0.004,8687,1
55114,1654716159,26.03,73.37,1358,400,13337,20273,937.081,0.92,0.95,6.32,0.986,0.022,3972,0
61964,1655129386,-14.334,20.29,60000,25636,10877,15707,936.819,9666.23,14216.52,56042.35,15365.953,4285.633,5078,0
55096,1654716141,26.67,63.71,847,400,13236,20407,937.073,0.86,0.9,5.94,0.926,0.021,3954,0
26161,1654762510,14.73,51.44,41,400,13041,19926,939.787,0.38,0.39,2.61,0.407,0.009,1167,0
4104,1654737435,-1.563,47.48,123,400,13224,20086,939.601,2.02,2.1,13.93,2.172,0.049,4104,1
1755,1654735086,24.465,54.64,37,400,13131,20027,939.625,0.69,0.72,4.74,0.74,0.017,1755,0
26152,1654762501,16.71,49.56,16,400,13063,19951,939.779,0.39,0.4,2.68,0.418,0.009,1158,0
57027,1655124449,26.041,45.24,50,431,12845,20738,937.562,2.19,2.28,15.07,2.351,0.053,141,0
6528,1654739859,-6.936,55.26,208,400,13149,20057,939.591,0.56,0.58,3.84,0.599,0.014,6528,1
7880,1654741211,-4.112,51.61,286,400,13120,19974,939.409,0.33,0.34,2.25,0.351,0.008,7880,1
2134,1654735465,21.34,48.39,5,400,13159,20056,939.631,1.09,1.13,7.48,1.166,0.026,2134,0
60435,1655127857,12.206,43.78,0,400,13261,21212,937.479,1.98,2.06,13.64,2.127,0.048,3549,0
1280,1654734611,26.789,53.98,26,400,13066,19940,939.71,0.5,0.52,3.44,0.536,0.012,1280,0
9412,1654742743,-5.005,60.21,641,566,12857,19611,939.193,3.13,3.25,21.51,3.354,0.076,9412,1
27316,1654763665,20.18,47.58,15,400,13212,20148,939.622,0.77,0.8,5.28,0.823,0.019,2322,0
21423,1654754754,-4.01,52.34,1260,400,12964,19406,938.695,1.77,1.83,12.15,1.895,0.043,21423,1
55254,1654716299,34.89,50.0,3841,400,13237,19715,936.951,0.73,0.76,5.01,0.782,0.018,4112,0
35333,1654771682,24.54,55.64,854,677,12790,19513,939.069,2.41,2.51,16.62,2.592,0.059,10339,1
52431,1654713476,28.4,42.94,72,400,12794,20648,937.487,1.75,1.82,12.05,1.879,0.042,1289,0
41724,1654778073,24.59,53.28,1117,400,12892,19450,938.763,1.66,1.73,11.43,1.782,0.04,16730,1
56598,1654717643,53.91,12.66,3426,400,13483,19797,936.69,0.79,0.82,5.44,0.849,0.019,5456,0
59505,1655126927,10.751,42.66,162,423,12778,20566,937.31,1.85,1.92,12.71,1.983,0.045,2619,0
26666,1654763015,18.55,49.04,11,400,13139,20048,939.601,1.03,1.07,7.11,1.109,0.025,1672,0
27369,1654763718,20.12,47.86,21,400,13214,20133,939.597,1.06,1.1,7.3,1.139,0.026,2375,0
40827,1654777176,24.57,53.32,1159,416,12879,19442,938.81,1.73,1.8,11.9,1.855,0.042,15833,1
35544,1654771893,24.3,50.37,1000,706,12769,19482,939.084,2.14,2.23,14.75,2.301,0.052,10550,1
28629,1654764978,21.12,51.4,365,400,13088,19854,939.669,1.41,1.47,9.71,1.515,0.034,3635,1
22344,1654755675,-17.322,47.83,1329,400,12968,19393,938.728,1.94,2.02,13.36,2.084,0.047,22344,1
35820,1654772169,25.91,49.69,990,646,12799,19496,939.077,2.04,2.12,14.04,2.189,0.049,10826,1
54173,1654715218,28.35,43.93,185,431,12772,20532,937.32,1.67,1.73,11.47,1.789,0.04,3031,0
49989,1654903006,20.66,30.42,0,400,13452,19840,931.135,1.91,2.43,11.98,2.585,0.485,1,0
8649,1654741980,-4.95,57.37,352,400,13085,19919,939.319,0.38,0.4,2.62,0.409,0.009,8649,1
48824,1654785173,26.6,49.3,1417,409,12976,19384,938.698,1.68,1.75,11.58,1.805,0.041,23830,1
44629,1654780978,26.85,48.26,1122,400,12933,19448,938.692,1.83,1.9,12.56,1.959,0.044,19635,1
7157,1654740488,-4.878,50.11,242,400,13128,20020,939.528,0.5,0.52,3.46,0.539,0.012,7157,1
47252,1654783601,24.33,54.09,1438,418,12960,19379,938.718,2.11,2.19,14.5,2.261,0.051,22258,1
15838,1654749169,12.003,53.5,1155,412,12878,19444,938.809,1.83,1.91,12.63,1.969,0.044,15838,1
41053,1654777402,24.92,51.73,1172,413,12879,19443,938.789,1.7,1.77,11.71,1.826,0.041,16059,1
44598,1654780947,24.72,52.93,1268,410,12920,19413,938.708,1.48,1.54,10.22,1.593,0.036,19604,1
3529,1654736860,5.021,58.35,326,400,13106,19886,939.681,1.32,1.37,9.08,1.416,0.032,3529,1
41182,1654777531,24.64,53.06,1189,411,12881,19437,938.77,1.91,1.99,13.17,2.054,0.046,16188,1
28427,1654764776,22.02,55.83,280,400,13128,19920,939.679,1.97,2.04,13.53,2.11,0.048,3433,1
29856,1654766205,20.96,55.09,4,400,13275,20216,939.68,2.26,2.35,15.56,2.426,0.055,4862,1
17990,1654751321,18.228,53.29,1128,400,12905,19446,938.699,1.62,1.69,11.18,1.744,0.039,17990,1
4127,1654737458,-1.801,52.65,136,400,13216,20077,939.614,1.99,2.07,13.7,2.137,0.048,4127,1
61273,1655128695,20.77,27.07,12565,476,12781,19169,936.87,0.91,0.95,6.26,0.977,0.022,4387,0
38658,1654775007,24.75,52.36,1088,512,12847,19453,938.866,2.21,2.3,15.24,2.376,0.054,13664,1
2626,1654735957,16.108,48.39,78,400,13195,20100,939.642,0.93,0.97,6.43,1.003,0.023,2626,0
39787,1654776136,25.38,48.59,1189,479,12844,19414,938.846,2.34,2.43,16.11,2.512,0.057,14793,1
39128,1654775477,25.3,49.31,1155,500,12843,19445,938.914,1.91,1.99,13.16,2.052,0.046,14134,1
60227,1655127649,15.065,42.74,202,426,12766,20517,937.432,1.68,1.74,11.54,1.799,0.041,3341,0
12921,1654746252,20.848,47.23,1030,528,12839,19461,938.903,1.71,1.78,11.79,1.839,0.042,12921,1
31986,1654768335,19.37,51.48,239,400,13124,20018,939.589,0.46,0.48,3.18,0.496,0.011,6992,1
32880,1654769229,20.78,50.51,300,400,13118,19960,939.414,0.42,0.43,2.87,0.447,0.01,7886,1
43431,1654779780,26.92,47.98,1254,410,12913,19426,938.712,1.58,1.65,10.9,1.7,0.038,18437,1
20341,1654753672,12.847,53.87,1103,400,12979,19450,938.75,1.77,1.84,12.2,1.903,0.043,20341,1
30775,1654767124,22.04,49.43,24,400,13267,20228,939.708,2.32,2.41,15.97,2.49,0.056,5781,1
27551,1654763900,20.61,46.81,67,400,13193,20111,939.634,0.83,0.87,5.75,0.896,0.02,2557,0
60124,1655127546,17.275,46.18,203,440,12765,20516,937.39,1.52,1.58,10.45,1.629,0.037,3238,0
58739,1655126161,-4.244,41.17,183,445,12762,20540,937.429,1.7,1.77,11.73,1.829,0.041,1853,0
41218,1654777567,27.06,47.39,1147,406,12877,19439,938.765,2.12,2.21,14.61,2.278,0.051,16224,1
60146,1655127568,16.799,49.23,208,439,12765,20515,937.367,1.84,1.91,12.67,1.976,0.045,3260,0
17336,1654750667,15.485,53.62,1163,406,12898,19446,938.753,1.89,1.97,13.04,2.033,0.046,17336,1
25850,1654762199,12.67,57.35,14,400,12979,19901,939.764,0.34,0.35,2.32,0.361,0.008,856,0
58025,1655125447,-8.147,45.02,88,400,12776,20651,937.49,1.83,1.9,12.59,1.964,0.044,1139,0
44646,1654780995,25.55,48.2,1279,432,12915,19412,938.701,1.41,1.46,9.68,1.51,0.034,19652,1
25130,1654761479,13.65,49.93,6,420,12566,19662,939.791,0.0,0.0,0.0,0.005,0.003,136,0
44330,1654780679,26.88,48.2,1155,406,12925,19442,938.688,1.51,1.57,10.4,1.621,0.037,19336,1
44658,1654781007,24.72,52.97,1247,412,12921,19425,938.714,1.43,1.49,9.87,1.54,0.035,19664,1
3108,1654736439,10.255,50.74,161,400,13146,20002,939.674,0.72,0.75,4.98,0.777,0.018,3108,0
55145,1654716190,29.97,64.22,2099,400,13370,20088,937.023,0.7,0.73,4.82,0.751,0.017,4003,0
10456,1654743787,0.645,55.76,917,679,12780,19498,939.127,1.98,2.06,13.64,2.127,0.048,10456,1
30731,1654767080,20.02,52.81,55,400,13238,20204,939.694,2.41,2.5,16.57,2.584,0.058,5737,1
25619,1654761968,13.52,57.34,0,400,12888,19849,939.856,0.2,0.21,1.41,0.22,0.005,625,0
51374,1654712419,29.86,39.18,66,424,12837,20723,937.565,1.89,1.97,13.03,2.032,0.046,232,0
53577,1654714622,28.49,42.84,151,429,12775,20568,937.341,2.02,2.1,13.91,2.168,0.049,2435,0
57895,1655125317,-4.327,40.56,77,400,12790,20671,937.533,2.01,2.09,13.83,2.157,0.049,1009,0
31113,1654767462,19.2,55.69,152,400,13179,20116,939.673,0.87,0.9,5.99,0.934,0.021,6119,1
7330,1654740661,-4.479,49.97,245,400,13132,20010,939.509,0.48,0.5,3.29,0.513,0.012,7330,1
13039,1654746370,20.821,47.33,1092,540,12836,19455,938.93,1.81,1.88,12.43,1.938,0.044,13039,1
1731,1654735062,24.629,48.81,21,400,13139,20032,939.615,0.62,0.64,4.27,0.665,0.015,1731,0
57180,1655124602,26.79,40.4,41,429,12824,20731,937.607,2.09,2.17,14.41,2.246,0.051,294,0
18596,1654751927,20.281,53.72,1231,409,12903,19422,938.739,1.69,1.76,11.65,1.816,0.041,18596,1
61314,1655128736,20.548,22.56,14709,624,12701,19022,936.934,0.84,0.88,5.81,0.906,0.02,4428,0
7988,1654741319,-4.179,52.55,299,400,13121,19969,939.387,0.27,0.28,1.83,0.286,0.006,7988,1
54909,1654715954,27.53,38.24,0,400,13438,21280,937.38,1.78,1.85,12.26,1.912,0.043,3767,0
8029,1654741360,-4.212,56.45,313,400,13104,19946,939.386,0.34,0.35,2.35,0.366,0.008,8029,1
51776,1654712821,29.04,41.15,62,406,12817,20705,937.513,2.24,2.33,15.45,2.409,0.054,634,0
20129,1654753460,15.343,47.71,1143,400,12955,19438,938.741,1.64,1.7,11.26,1.756,0.04,20129,1
37503,1654773852,27.08,46.83,1051,550,12837,19474,938.972,1.79,1.86,12.35,1.926,0.044,12509,1
10444,1654743775,0.534,55.06,988,692,12778,19488,939.102,2.28,2.37,15.72,2.452,0.055,10444,1
42232,1654778581,26.92,47.77,1151,403,12897,19436,938.792,1.47,1.53,10.1,1.576,0.036,17238,1
18666,1654751997,20.433,50.15,1153,400,12919,19434,938.722,1.55,1.61,10.64,1.66,0.037,18666,1
5509,1654738840,-9.276,54.86,0,400,13279,20254,939.723,2.73,2.84,18.82,2.934,0.066,5509,1
25465,1654761814,13.98,51.03,4,400,12772,19778,939.835,0.15,0.17,0.96,0.179,0.022,471,0
48334,1654784683,24.3,54.31,1346,409,12972,19383,938.71,1.6,1.66,11.02,1.719,0.039,23340,1
42850,1654779199,25.07,50.82,1138,408,12906,19439,938.699,1.86,1.93,12.82,1.999,0.045,17856,1
62517,1655129939,-0.923,15.28,1197,400,13688,20361,936.661,0.7,0.73,4.83,0.753,0.017,5631,0
56977,1655124399,24.553,40.07,33,422,12863,20754,937.608,2.16,2.24,14.84,2.314,0.052,91,0
53156,1654714201,28.46,42.41,134,403,12789,20593,937.353,1.56,1.62,10.76,1.678,0.038,2014,0
12337,1654745668,19.163,50.82,1063,586,12822,19451,939.012,2.32,2.41,15.95,2.487,0.056,12337,1
51923,1654712968,26.75,45.21,93,437,12774,20661,937.555,1.79,1.86,12.35,1.925,0.043,781,0
56053,1654717098,48.01,27.88,60000,5843,11573,16963,936.851,2123.01,2205.73,14611.82,2278.539,51.465,4911,0
48571,1654784920,24.37,54.2,1398,409,12971,19382,938.735,1.82,1.89,12.55,1.957,0.044,23577,1
27981,1654764330,18.72,50.47,180,400,13143,20010,939.652,0.86,0.9,5.95,0.927,0.021,2987,0
13920,1654747251,18.105,53.36,1136,505,12848,19451,938.923,2.27,2.36,15.62,2.435,0.055,13920,1
6515,1654739846,-6.982,52.62,210,400,13146,20055,939.584,0.63,0.66,4.37,0.681,0.015,6515,1
14370,1654747701,15.887,46.92,1124,478,12858,19445,938.918,1.71,1.78,11.77,1.835,0.041,14370,1
39864,1654776213,24.62,53.01,1161,463,12857,19445,938.82,2.18,2.27,15.01,2.34,0.053,14870,1
42539,1654778888,27.05,47.49,1172,406,12898,19444,938.742,1.33,1.38,9.14,1.425,0.032,17545,1
26582,1654762931,15.57,55.9,3,400,13132,20018,939.615,0.59,0.62,4.09,0.637,0.014,1588,0
54712,1654715757,27.78,39.63,0,400,13318,21263,937.479,1.76,1.83,12.09,1.886,0.043,3570,0
4926,1654738257,-8.006,52.31,20,400,13254,20189,939.675,2.26,2.35,15.57,2.428,0.055,4926,1
34054,1654770403,20.88,51.4,367,400,13058,19899,939.288,0.45,0.47,3.11,0.486,0.011,9060,1
41867,1654778216,26.8,48.27,1111,400,12897,19452,938.74,1.91,1.98,13.11,2.045,0.046,16873,1
53165,1654714210,28.72,41.61,127,406,12786,20585,937.343,1.67,1.73,11.46,1.787,0.04,2023,0
54126,1654715171,28.77,42.41,165,417,12779,20549,937.361,1.76,1.83,12.11,1.889,0.043,2984,0
48139,1654784488,24.58,53.29,1356,410,12967,19385,938.719,2.02,2.1,13.93,2.172,0.049,23145,1
1004,1654734335,27.118,51.87,22,400,13013,19914,939.747,0.28,0.29,1.9,0.297,0.007,1004,0
52589,1654713634,26.19,46.81,90,400,12778,20642,937.432,1.77,1.84,12.19,1.901,0.043,1447,0
9137,1654742468,-5.237,57.38,387,400,13043,19879,939.263,0.52,0.54,3.6,0.562,0.013,9137,1
54029,1654715074,26.02,48.12,185,429,12766,20540,937.416,1.69,1.76,11.66,1.818,0.041,2887,0
22543,1654755874,-19.297,52.97,1331,400,12967,19401,938.774,1.83,1.9,12.6,1.965,0.044,22543,1
53536,1654714581,26.99,42.85,215,472,12752,20506,937.321,1.88,1.96,12.96,2.021,0.046,2394,0
28368,1654764717,21.93,56.85,261,400,13144,19943,939.656,1.78,1.85,12.26,1.912,0.043,3374,1
28106,1654764455,18.75,51.13,165,400,13155,20012,939.662,0.74,0.77,5.08,0.792,0.018,3112,0
60911,1655128333,16.217,60.17,2258,400,13401,20055,936.985,0.64,0.67,4.44,0.692,0.016,4025,0
17498,1654750829,16.14,51.6,1163,404,12899,19440,938.742,1.71,1.78,11.79,1.839,0.042,17498,1
16414,1654749745,12.661,49.6,1147,423,12871,19439,938.747,2.02,2.1,13.9,2.168,0.049,16414,1
25880,1654762229,15.62,50.06,4,400,13002,19920,939.77,0.14,0.14,0.95,0.148,0.003,886,0
14812,1654748143,13.872,53.16,1107,452,12867,19456,938.858,1.55,1.61,10.69,1.667,0.038,14812,1
50910,1654903927,34.81,16.27,450,4042,12361,20165,930.907,2.33,2.42,16.02,2.498,0.056,922,1
45071,1654781420,24.95,51.54,1241,409,12925,19418,938.74,1.36,1.41,9.35,1.458,0.033,20077,1
54654,1654715699,28.04,40.49,0,400,13132,20981,937.483,1.98,2.06,13.62,2.124,0.048,3512,0
2112,1654735443,21.546,53.58,27,400,13142,20038,939.635,0.77,0.8,5.32,0.829,0.019,2112,0
5595,1654738926,-9.249,49.68,32,400,13252,20217,939.738,2.35,2.44,16.19,2.524,0.057,5595,1
